video_id,video_url,titre,chaine,publie_le,categorie_id,description,nb_vues,nb_likes,nb_commentaires,duree_iso,duree_secondes,langue,thematique
S8rUBSpDzuI,https://www.youtube.com/watch?v=S8rUBSpDzuI,Maths Terminale #15 : Nombres Complexes - Exercice 3 - Système dans C*C,EcoleTresFacile,2023-04-01T15:00:09Z,27,"🚨🚨🚨Finalise ton inscription pour accéder à nos groupes VIP  : Formulaire d'inscription 👇👇👇👇👇  📘📘https://forms.gle/yhjWHiNpCRUJF6FS9

🆎Groupe VIP : 💸 2000fcfa / mois / matière 

🛜🛜WhatsApp communauté ETF : https://chat.whatsapp.com/LwvrySvLwjM3EumGd4qjqX

📘📘Canal telegram Élèves :  https://t.me/canal",8191,136,17,PT8M22S,502,fr,mathematiques
zakgFRNhMT8,https://www.youtube.com/watch?v=zakgFRNhMT8,Partie 1 : nombres complexes,Mbacké Maths,2022-01-18T17:14:10Z,22,"Cours : #NOMBRES COMPLEXES 

          PLAN 
|.ensemble C des nombres #Complexes
1.définition 
2.vocabulaire et notation 
3.représentation géométrique d’un nombres complexes
4.affixe d’un point , 
5.affixe d’un vecteur 
6.affixe d’un barycentre
Exercice d’application",81665,1907,85,PT31M18S,1878,fr,mathematiques
M6o5CRYfNxA,https://www.youtube.com/watch?v=M6o5CRYfNxA,Pique-nique sur le plan complexe | Voyages au pays des maths | ARTE,ARTE,2021-12-11T11:30:06Z,28,"Les nombres irrationnels n'ont plus de secret pour vous ? Alors on met le cap sur un lieu de pique-nique un peu compliqué à atteindre. On sait depuis longtemps que certaines équations ont pour solutions des nombres qui n’existent pas. Heureusement, une flopée de mathématiciens a mis au jour un nouve",670810,21695,552,PT10M40S,640,fr,mathematiques
M-qGTSL2yzM,https://www.youtube.com/watch?v=M-qGTSL2yzM,Pourquoi i²=−1 et pourquoi on a créé les NOMBRES COMPLEXES?,TugMaths,2020-04-25T11:27:35Z,27,"###############👨‍🏫👨‍💻###############

Pour toute demande de cours particulier par visio (Skype, Discord ou autre...), me contacter par mail :
tugmaths@laposte.net
Tarif horaire collège-lycée : 36€
Tarif horaire postbac : 44€
Activité déclarée (statut auto-entrepreneur)


Mes 3 piliers sont la bienve",550680,18167,845,PT12M6S,726,fr,mathematiques
8w6QERQflh4,https://www.youtube.com/watch?v=8w6QERQflh4,Comprendre facilement les nombres complexes en Terminale (Explications et exercices corrigés),Mourchid Tv L'Officiel,2018-05-17T11:10:01Z,27,"#mourchidtv
🚩Pour vous abonner à la chaîne de Mourchid Tv cliquez sur ce lien👉 : https://www.youtube.com/channel/UCd4M7knaiPnAtfN28qm7Q9w/?sub_confirmation=1

Rejoignez cette chaîne pour bénéficier d'avantages exclusifs :
https://www.youtube.com/channel/UCd4M7knaiPnAtfN28qm7Q9w/join
----------------",17802,342,16,PT56M4S,3364,fr,mathematiques
SeyMF4uikOI,https://www.youtube.com/watch?v=SeyMF4uikOI,Les nombres complexes (Ex. Bac) - Terminale - Maths expertes,Yvan Monka,2016-05-15T09:48:23Z,27,"Dans cette vidéo, tu pourras traiter un exercice de maths proposé au Bac.
Thèmes : Nombres complexes : module, argument, forme exponentielle, application à la géométrie.
Sujet : Bac S - Métropole 2015 - Exercice 3
Télécharger tout le sujet : https://www.apmep.fr/IMG/pdf/S_Metropole_22_juin_2015.pdf
",215359,2636,164,PT27M9S,1629,fr,mathematiques
l9taxVu-Osc,https://www.youtube.com/watch?v=l9taxVu-Osc,Forme Trigonométrique d'un nombre complexe,Éducation Plus,2023-11-02T08:02:27Z,22,"Salut à tous, dans cette vidéo, nous plongerons dans le monde fascinant des nombres complexes et explorerons leur représentation en utilisant la forme trigonométrique. Nous verrons comment un nombre complexe peut être exprimé sous la forme r(cosθ + i sinθ) et ce que cela signifie réellement. De plus",15476,511,22,PT6M58S,418,fr,mathematiques
88xAfRmi6vQ,https://www.youtube.com/watch?v=88xAfRmi6vQ,Nombres complexes : Module/Argument/forme trigo/forme expo _1è Partie et Fin.,Le savant ACHI,2022-08-30T13:04:06Z,22,,41763,867,57,PT48M22S,2902,fr,mathematiques
vKBbZKyAdL4,https://www.youtube.com/watch?v=vKBbZKyAdL4,(Terminale) A quoi servent les nombres complexes?,Romain - L'élégance des maths,2023-09-08T09:27:33Z,27,"Découvrez mes 3 techniques secrètes pour maîtriser les maths ""sans"" effort ! Cliquez pour découvrir ➡️ https://dashboard.mailerlite.com/forms/504896/129278410869442047/share

---------------------------------------------

Le programme pour cartonner en maths en 1ère et terminale ➡️  https://la-maths",7680,319,10,PT3M9S,189,fr,mathematiques
SWCFVykKn1s,https://www.youtube.com/watch?v=SWCFVykKn1s,"(TS) |FSL|: 🔥-[GEOMETRIEE]-🔥: NOMBRES COMPLEXES: équations, racines nièmes, forme trigo, exponentiel",Elite Science,2025-01-10T20:00:24Z,27,Problème complexe complet. Bon visionnage!,57762,991,100,PT29M31S,1771,fr,mathematiques
WSW6DIbCS_0,https://www.youtube.com/watch?v=WSW6DIbCS_0,Ecrire un nombre complexe sous forme exponentielle (1) - Terminale Maths expertes,Yvan Monka,2020-06-20T12:00:24Z,27,"Dans cette vidéo, tu pourras apprendre à passer de la forme algébrique à la forme exponentielle d'un nombre complexe. 👍
  
Site officiel : http://www.maths-et-tiques.fr
Twitter : https://twitter.com/mtiques
Facebook : https://www.facebook.com/mathsettiques/
Instagram : https://www.instagram.com",258443,5635,95,PT11M3S,663,fr,mathematiques
jJbxX8n14F8,https://www.youtube.com/watch?v=jJbxX8n14F8,Nombres complexes #Bac_blanc 3 et Similitude directe.,Le savant ACHI,2024-12-27T14:32:50Z,27,,33253,471,33,PT42M34S,2554,fr,mathematiques
PeYnN8Ta7SM,https://www.youtube.com/watch?v=PeYnN8Ta7SM,L'Histoire des nombres Complexes,Rayann Maths,2024-04-18T09:00:13Z,27,"Qu'est-ce qui a bien pu poussé les mathématiciens à inventer des nombres ""imaginaires"" et à admettre l'existence de ""la racine de -1"" ? Ça, je te l'explique dans cette vidéo.

Ma Newsletter : https://www.bonzai.pro/rayann_maths/lp/3099/ma-newsletter
Youtube : https://bit.ly/RayannMaths

0:00 Intro
0",19789,537,40,PT8M8S,488,fr,mathematiques
JxbxUW4uxxs,https://www.youtube.com/watch?v=JxbxUW4uxxs,(TS2/MATHS)GEOM: Les nombres complexes: généralités,Elite Science,2023-11-22T10:34:58Z,27,"Chaîne éducative ayant pour objectif la promotion de la science auprès des jeunes apprenants. Elite Science propose aussi un encadrement en présentiel comme en ligne afin de mieux vous servir. Avec Elite Science vous verrez la science autrement👍👍 Vous pouvez nous suivre sur notre chaîne 
WhatsApp : ",9887,277,8,PT9M34S,574,fr,mathematiques
JppUOlLpKH4,https://www.youtube.com/watch?v=JppUOlLpKH4,Mathématique : Révision générale (Fonction Ln),Hamid HAMZA,2020-05-07T23:11:15Z,27,,155718,2144,74,PT1H7M58S,4078,fr,mathematiques
IX-T47RrLjM,https://www.youtube.com/watch?v=IX-T47RrLjM,TÉLÉCHARGER 🌟 LES ANCIENS SUJETS (et corrigés) 🌟 DES EXAMENS et CONCOURS 👌,TON MAX,2024-05-19T17:39:27Z,27,"Envie d'exceller , de gagner en confiance lors de la résolution de tes exercices, d'assurer aux différentes séquences ❗❓..rejoint nous sur 🔥 TON-MAX-EXAMENS 🔥 
https://ton-max-examens.bubbleapps.io/

Salut ! Aujourd'hui nous allons voir 👉04 sites pour télécharger les anciens sujets corrigés des exam",14391,187,22,PT18M28S,1108,fr,mathematiques
XsCLwmgzWuI,https://www.youtube.com/watch?v=XsCLwmgzWuI,Addition and Subtraction of surds,Tambuwal Maths Class,2021-05-22T06:28:22Z,27,"In addition and subtraction of surds we will learn how to find the sum or difference of two or more surds only when they are in the simplest form of like surds.

For addition and subtraction of surds, we have to check the surds that if they are similar surds or dissimilar #surds

Follow the followin",502162,10577,490,PT11M41S,701,en,mathematiques
c_3aS4OGjvw,https://www.youtube.com/watch?v=c_3aS4OGjvw,How to solve the most hardest equation in the world || x+1=x,Jacob Sichamba Online Math,2025-05-31T16:08:46Z,22,,517238,3599,1362,PT2M50S,170,en,mathematiques
DeWNGzB94gg,https://www.youtube.com/watch?v=DeWNGzB94gg,Paper 2023 GCE ALGEBRA break down,Jacob Sichamba Online Math,2023-11-19T19:08:04Z,22,,1150752,23547,1386,PT10M41S,641,en,mathematiques
APgiILWp1M8,https://www.youtube.com/watch?v=APgiILWp1M8,Introduction to Logarithms,Tambuwal Maths Class,2020-02-10T21:26:27Z,27,"In mathematics, the logarithm is the inverse function to exponentiation. That means the logarithm of a given number x is the exponent to which another fixed number, the base b, must be raised, to produce that number x. In the simplest case, the logarithm counts the number of occurrences of the same ",490582,7894,276,PT11M2S,662,en,mathematiques
-cK4OE2zBcU,https://www.youtube.com/watch?v=-cK4OE2zBcU,Solving by Completing the Square || Algebra || Quadratic Equation ||,Jacob Sichamba Online Math,2024-11-13T20:38:25Z,22,,231361,3661,249,PT7M42S,462,en,mathematiques
5lVxcx4ajks,https://www.youtube.com/watch?v=5lVxcx4ajks,Quadratic Equations 1 - Methods and Examples,Excellence Academy,2022-04-15T19:41:43Z,27,"Mathematics Class on Quadratic Equations. This video explains what Quadratic equation is with three methods of solving Quadratic equations - Factorization, Completing the square and formula method.

Join our WhatsApp channel for more FREE classes: https://whatsapp.com/channel/0029VarGOLT96H4IV9KJB53",215385,4297,505,PT1H1M13S,3673,en,mathematiques
1_DSMABQZbk,https://www.youtube.com/watch?v=1_DSMABQZbk,How to become a Math Genius.✔️ How do genius people See a math problem! by mathOgenius,mathOgenius,2017-06-03T14:35:46Z,27,"How to become a math genius !
If you are a student and learning Maths and want to know how genius people look at a math problem then you are on a right place because in this video I am going to share with you the mindset of every successful mathematician ,who created history in Math . This will make",5829755,97979,4751,PT15M24S,924,en,mathematiques
LkcbabVODx4,https://www.youtube.com/watch?v=LkcbabVODx4,Differentiation | Derivatives (General Method),Excellence Academy,2021-12-04T00:09:26Z,22,"Learn how to get the derivative of a function using the General method of Differentiation

Join our WhatsApp channel for more FREE classes: https://whatsapp.com/channel/0029VarGOLT96H4IV9KJB53D

Send us a DM on WhatsApp
https://wa.link/u4w8nv

Facebook : https://bit.ly/3n0hBJI

#calculus #excellence",870499,14243,809,PT13M33S,813,en,mathematiques
V3DJAHkSbNU,https://www.youtube.com/watch?v=V3DJAHkSbNU,Functions,Jacob Sichamba Online Math,2022-05-25T06:01:47Z,22,,853324,13468,559,PT6M51S,411,en,mathematiques
WDd2cLEHUII,https://www.youtube.com/watch?v=WDd2cLEHUII,How to Solve Quadratic Equation Graphically,Tambuwal Maths Class,2020-10-14T18:37:35Z,27,"Using graph to solve quadratic equations

In earlier chapters I've shown you how to solve quadratic equations by factoring, Completing the Square and by the use of General Formula. 
A quadratic equation as you remember is an equation that can be written on the standard form:
ax²+bx+c=0, where a≠0

A",141057,3487,249,PT8M4S,484,en,mathematiques
rCIjp_irGqE,https://www.youtube.com/watch?v=rCIjp_irGqE,GCE math Paper 1 common exam questions.,Jacob Sichamba Online Math,2023-06-04T17:00:52Z,22,,803480,13521,626,PT30M32S,1832,en,mathematiques
FzsROfyVckQ,https://www.youtube.com/watch?v=FzsROfyVckQ,Functions,Jacob Sichamba Online Math,2022-11-30T20:11:57Z,22,,192960,3640,229,PT11M48S,708,en,mathematiques
IQ15BnVUgis,https://www.youtube.com/watch?v=IQ15BnVUgis,Integration (Calculus),Jacob Sichamba Online Math,2022-05-27T14:21:49Z,22,,1743838,28026,761,PT7M4S,424,en,mathematiques
HeuBr8zuKTc,https://www.youtube.com/watch?v=HeuBr8zuKTc,Circle Theorem,Jacob Sichamba Online Math,2023-06-10T15:03:48Z,22,,398375,10796,518,PT12M32S,752,en,mathematiques
Skkpq50c7u8,https://www.youtube.com/watch?v=Skkpq50c7u8,GCE O Level Maths P2  - June 2017 (Cameroon),GCE Panel,2020-03-11T01:29:30Z,27,"Cameroon GCE Maths Panel | O Level and A Level 
Maths Past Questions and Answers
Please subscribe and share on Whatsapp and Facebook to help many other students and teachers - email gcemathspanel@gmail.com
Our team  consists of Certified teachers and Markers from five different regions as well as te",10899,182,14,PT48M,2880,en,mathematiques
3MsgT3biNQs,https://www.youtube.com/watch?v=3MsgT3biNQs,GCE O Level Mathematics Paper 2 - June 2021 - Corrections | GCE Maths Panel,GCE Panel,2021-10-13T20:21:17Z,27,"Subscribe Now: https://www.youtube.com/channel/UCYsDsuYGD-lVq-UrQNzwsEA?sub_confirmation=1 

GCE Maths Panel Website HomePage: https://gcemathspanel.blogspot.com/
Online Classes Page: https://sites.google.com/view/gcemathspanelclassesonline

Playlists: 
[0] GCE O Level Maths Complete Preparation - h",15789,280,25,PT1H26M26S,5186,en,mathematiques
yv3qP2sC5mI,https://www.youtube.com/watch?v=yv3qP2sC5mI,GCE O Level Mathematics Paper 1 Corrections | June 2024 Exam Review,GCE Panel,2025-01-16T04:52:01Z,27,"Join this channel to get access to perks:
https://www.youtube.com/channel/UCYsDsuYGD-lVq-UrQNzwsEA/join

Subscribe Now: https://www.youtube.com/channel/UCYsDsuYGD-lVq-UrQNzwsEA?sub_confirmation=1 

GCE Maths Panel Website HomePage: https://gcemathspanel.blogspot.com/
Online Classes Page: https://sit",1909,57,9,PT53M37S,3217,en,mathematiques
VjmEu4s-gbw,https://www.youtube.com/watch?v=VjmEu4s-gbw,GCE O Level Mathematics June 2023 Paper 2 Solution/Correction | GCE Panel | Cameroon,GCE Panel,2023-07-30T18:00:01Z,27,"Join this channel to get access to perks:
https://www.youtube.com/channel/UCYsDsuYGD-lVq-UrQNzwsEA/join

Subscribe Now: https://www.youtube.com/channel/UCYsDsuYGD-lVq-UrQNzwsEA?sub_confirmation=1 

#GCE O Level Mathematics Paper 2 solution #GCE Panel #GCE Maths Panel
#GCE O Level Mathematics Paper 1",9698,185,41,PT53M,3180,en,mathematiques
Brwyt4T40TU,https://www.youtube.com/watch?v=Brwyt4T40TU,GCE O Level Maths P2   June 2019 Cameroon,GCE Panel,2020-03-07T12:39:07Z,27,"Cameroon GCE Maths Panel | 
Answered in just 45 Minutes 
https://youtu.be/Brwyt4T40TU
More videos on AL, OL, FM, AM,

email gcemathspanel@gmail.com
or get to us on WhatsApp",17898,321,40,PT45M9S,2709,en,mathematiques
55ioPmyrxig,https://www.youtube.com/watch?v=55ioPmyrxig,GCE O Level Maths Paper 1 Correction - June 2021,GCE Panel,2021-09-06T02:02:15Z,27,"Subscribe Now: https://www.youtube.com/channel/UCYsDsuYGD-lVq-UrQNzwsEA?sub_confirmation=1  
GCE Maths Panel Website HomePage: https://gcemathspanel.blogspot.com/
Online Classes Page: https://sites.google.com/view/gcemathspanelclassesonline

Playlists: 
[0] GCE O Level Maths Complete Preparation - h",5788,126,15,PT40M29S,2429,en,mathematiques
C_GPfjSuy44,https://www.youtube.com/watch?v=C_GPfjSuy44,GCE O Level Maths P2   June 2018 (Cameroon),GCE Panel,2020-03-20T21:56:03Z,27,"GCE Maths Panel | O Level and A Level Maths Past Questions and Answers
https://youtu.be/C_GPfjSuy44
Cameroon

For Online classes preparation for GCE, email us at gcemathspanel@gmail.com

Please share with groups and friends in WhatsApp and help  someone today

Cameroon GCE O/A Level Maths Past Quest",949,15,5,PT45M6S,2706,en,mathematiques
U6sFG2MV_68,https://www.youtube.com/watch?v=U6sFG2MV_68,Cameroon GCE O Level Maths 2020 Paper 1 and 2 Complete Solution,GCE Panel,2022-05-23T20:32:37Z,27,"More here and GCE past papers : https://gcemathspanel.blogspot.com/

Subscribe Now: https://www.youtube.com/channel/UCYsDsuYGD-lVq-UrQNzwsEA?sub_confirmation=1 

Join this channel to get access to perks:
https://www.youtube.com/channel/UCYsDsuYGD-lVq-UrQNzwsEA/join

GCE Maths Panel Website HomePage:",5720,76,11,PT2H34M27S,9267,en,mathematiques
AXQz0WXFXsU,https://www.youtube.com/watch?v=AXQz0WXFXsU,GCE O Level Mathematics Paper 2 June 2024 GCE Panel Cameroon Solution Mark Guide,GCE Panel,2025-01-17T01:27:06Z,27,"Join this channel to get access to perks:
https://www.youtube.com/channel/UCYsDsuYGD-lVq-UrQNzwsEA/join

Subscribe Now: https://www.youtube.com/channel/UCYsDsuYGD-lVq-UrQNzwsEA?sub_confirmation=1 

GCE Maths Panel Website HomePage: https://gcemathspanel.blogspot.com/
Online Classes Page: https://sit",6275,122,15,PT47M56S,2876,en,mathematiques
Yb7Lg8VR_GE,https://www.youtube.com/watch?v=Yb7Lg8VR_GE,GCE O Level Maths P2:   June 2018 Updated,GCE Panel,2020-04-03T15:01:46Z,27,"GCE Maths Panel | O Level and A Level Maths Past Questions and Answers

GCE Maths Panel | O Level and A Level Maths Past Questions and Answers
https://youtu.be/C_GPfjSuy44
Cameroon

For Online classes preparation for GCE, email us at gcemathspanel@gmail.com

Please share with groups and friends in W",12505,177,17,PT45M6S,2706,en,mathematiques
EsSxGCD3wUw,https://www.youtube.com/watch?v=EsSxGCD3wUw,2023 #Mathematics Paper 1 #GCE O Level Solutions | Corrections l Mark Guides Subscribe Now for 2024,GCE Panel,2023-07-26T06:13:36Z,27,"Join this channel to get access to perks:
https://www.youtube.com/channel/UCYsDsuYGD-lVq-UrQNzwsEA/join

Subscribe Now: https://www.youtube.com/channel/UCYsDsuYGD-lVq-UrQNzwsEA?sub_confirmation=1 

The Whole of GCE A-Level Past Question Corrections [O-Level Maths Prep] (#5)
Next Steps: [GCE O-Level ",2975,80,24,PT52M34S,3154,en,mathematiques
X5kNjCfKRYY,https://www.youtube.com/watch?v=X5kNjCfKRYY,How to Download All Cameroon GCE Board Ordinary Level Past Questions and Answers PDF (O-Level),Temo Vision,2021-07-24T11:02:15Z,26,"This tutorial video teaches you how to Download All Cameroon GCE Board Ordinary Level Past Questions and Answers in PDF Format for free(O-Level).
-Follow this link to download the GCE O Level Questions/Answers For FREE: https://temovision.com/cameroon-gce-ordinary-and-advanced-level-questions/

GCE ",27377,294,54,PT3M22S,202,en,mathematiques
XJpL-QXZ2QM,https://www.youtube.com/watch?v=XJpL-QXZ2QM,CAMEROON GCE 'O' LEVEL MATHS 2020 PAPER 1 DETAILED SOLUTIONS,"TEACHING MATHEMATICS DIFFERENTLY,
with Whass Moses",2021-09-11T09:55:58Z,22,"Detailed solutions to GCE O  level  2020 maths paper 1 has been prepared to help all learners who wish to take part in GCE CERTIFICATE EXAMINATION and obtain a pass mark in mathematics.
It also provides interactive skills to those lovers of mathematics who do not master basic concepts.",1370,38,11,PT1H2M14S,3734,en,mathematiques
3u7qwOZ5jXo,https://www.youtube.com/watch?v=3u7qwOZ5jXo,GCE O Level Maths P1   June 2017 (Cameroon),GCE Panel,2020-03-06T04:37:51Z,27,"Cameroon GCE Maths Panel Past Questions and answer
O Level and A Level Maths Past Questions and Answers
https://youtu.be/3u7qwOZ5jXo",4189,70,9,PT28M,1680,en,mathematiques
svXMOLd6uOQ,https://www.youtube.com/watch?v=svXMOLd6uOQ,2020 P2 Part A: GCE O-Level Maths Paper 2 Section A Correction,GCE Panel,2021-02-07T07:12:52Z,27,"GCE Maths Panel Website HomePage: Get this Paper from https://gcemathspanel.blogspot.com/  so as to follow up better

Playlists: 
[0] GCE O Level Maths Complete Preparation - https://www.youtube.com/watch?v=0-2NNFSrbJI&list=PLL17D5V4HWuG1Yct6jdgdyVZ3QsFc2aBg
[1] GCE O-Level Maths Corrections: https:",5789,78,40,PT47M25S,2845,en,mathematiques
oBPPykPQwQs,https://www.youtube.com/watch?v=oBPPykPQwQs,2021 GCE A Level Maths Paper 2 - Corrections |  770 | 765 | GCE Maths Panel,GCE Panel,2021-10-15T11:59:30Z,27,"Subscribe Now: https://www.youtube.com/channel/UCYsDsuYGD-lVq-UrQNzwsEA?sub_confirmation=1 

GCE Maths Panel Website HomePage: https://gcemathspanel.blogspot.com/
Online Classes Page: https://sites.google.com/view/gcemathspanelclassesonline

Playlists: 
[0] GCE O Level Maths Complete Preparation - h",16623,293,48,PT1H27M44S,5264,en,mathematiques
AGUIFawu4Eg,https://www.youtube.com/watch?v=AGUIFawu4Eg,GCE O Level Maths P1 - June 2019 (Cameroon),GCE Panel,2020-03-03T10:50:27Z,27,"Cameroon GCE Maths Panel | O Level and A Level Maths Past Questions and Answers
https://youtu.be/AGUIFawu4Eg     on YouTube
Subscribe, like click and Share - watch also Add Maths, F. Maths, etc
You can always support our 4-man Professional team in any way

Email: gcemathspanel@gmail.com or        fo",10325,157,29,PT27M9S,1629,en,mathematiques
J-CIxIrQmGY,https://www.youtube.com/watch?v=J-CIxIrQmGY,GCE O Level Maths P1 - June 2018,GCE Panel,2020-03-14T23:24:53Z,27,"GCE Maths Panel | Cameroon GCE 2018
Subscribe:    https://youtu.be/J-CIxIrQmGY 
Questions and Answers on past Cameroon Maths GCE, A Level and O Level
Email: gcemathspanel@gmail.com or gcemathspanel@yahoo.com
WhatsApp: 674 292 830  for business or any query

We are here to make a difference - Sunscri",4611,83,8,PT30M36S,1836,en,mathematiques
zU4ysUxpE7Q,https://www.youtube.com/watch?v=zU4ysUxpE7Q,2022 Mathematics Paper 2 - Ordinary Level Solutions | GCE Maths Panel | Order Now | Buy Now,GCE Panel,2022-11-05T22:31:48Z,27,"Join this channel to get access to perks:
https://www.youtube.com/channel/UCYsDsuYGD-lVq-UrQNzwsEA/join

Subscribe Now: https://www.youtube.com/channel/UCYsDsuYGD-lVq-UrQNzwsEA?sub_confirmation=1 

GCE Maths Panel Website HomePage: https://gcemathspanel.blogspot.com/
Online Classes Page: https://sit",14386,370,59,PT1H35M32S,5732,en,mathematiques
kyuxU7h8W4c,https://www.youtube.com/watch?v=kyuxU7h8W4c,"2025 GCE TIPS TOP FOLLOW WHEN WRITING THE EXAM ,,MATH PAPER ONE🤫",ZED #-PROMOTOR ,2025-07-27T20:40:08Z,22,information gained by those entering in the exam 2025😱😱,8301,440,10,PT2M8S,128,en,mathematiques
fPU6umdhEdI,https://www.youtube.com/watch?v=fPU6umdhEdI,GCE Maths Panel Live Stream - O Level Maths Revision,GCE Panel,2021-06-21T01:46:23Z,27,"GCE Maths Panel Website HomePage: https://gcemathspanel.blogspot.com/
Preps Webpage:  https://sites.google.com/view/gcemathspanelclassesonline/home-page 

Playlists: 
[0] GCE O Level Maths Complete Preparation - https://www.youtube.com/watch?v=0-2NNFSrbJI&list=PLL17D5V4HWuG1Yct6jdgdyVZ3QsFc2aBg
[1] ",547,22,8,PT1H45M16S,6316,en,mathematiques
PVoTRu3p6ug,https://www.youtube.com/watch?v=PVoTRu3p6ug,Algebra for Beginners | Basics of Algebra,Geek's Lesson,2019-10-06T02:57:38Z,27,"#Algebra is one of the broad parts of mathematics, together with number theory, geometry and analysis. In its most general form, algebra is the study of mathematical symbols and the rules for manipulating these symbols; it is a unifying thread of almost all of mathematics.

Table of Contents
*******",1665071,27160,1261,PT37M9S,2229,en,mathematiques
UwEzEk-WSlc,https://www.youtube.com/watch?v=UwEzEk-WSlc,Mastering Systems of Linear Equations Using Elimination Method,Tambuwal Maths Class,2024-09-16T16:00:06Z,27,"Learn how to solve systems of linear equations efficiently with the elimination method. This approach involves combining equations to eliminate one variable, simplifying the system into a single-variable equation. Explore step-by-step examples, practice problems, and strategies to understand how to ",160501,2841,237,PT10M50S,650,en,mathematiques
BNLQ7LdsDbs,https://www.youtube.com/watch?v=BNLQ7LdsDbs,Using Pascals triangle to find the coefficient of a Binomial Expansion,Philemathics,2025-09-01T13:35:36Z,27,Finding the coefficient of binomial Expansion easily #binomialexpansion #binomialcoefficient #binomial #maths #mathematics #mathstricks #mathsfun #mathsrevision #mathsproblems #waecmathematics #jamb #mathsteacher #fypシ゚viralシfypシ゚ #fypreels #fypシ #fypシ゚viralシ #jamb #jambmath,17319,0,22,PT2M48S,168,en,mathematiques
sbC93xq--kQ,https://www.youtube.com/watch?v=sbC93xq--kQ,"Complex Numbers 1(Definition, Addition, Subtraction, Multiplication and Division of Complex Numbers)",Excellence Academy,2023-06-01T19:00:11Z,27,"This video teaches how to add, subtract, multiply and divide complex numbers with examples. It also explained the meaning of complex numbers and the algebra of complex numbers.

Join our WhatsApp channel for more FREE classes: https://whatsapp.com/channel/0029VarGOLT96H4IV9KJB53D

link to Binomial E",314038,6130,956,PT40M2S,2402,en,mathematiques
gAnKvHmrJ0g,https://www.youtube.com/watch?v=gAnKvHmrJ0g,Introduction to Permutations and Combinations,Tambuwal Maths Class,2022-02-20T11:08:51Z,27,"permutations and combinations, the various ways in which objects from a set may be selected, generally without replacement, to form subsets. This selection of subsets is called a permutation when the order of selection is a factor, a combination when order is not a factor. By considering the ratio o",245638,5411,228,PT10M5S,605,en,mathematiques
8CU9rH02His,https://www.youtube.com/watch?v=8CU9rH02His,004 – ALEVEL APPLIED MATHEMATICS| PROBABILITY THEORY | FOR SENIOR 5 & 6,Rowa E-learning Platform,2021-12-26T08:48:15Z,27,"In this video, I take you through the entire topic of Probability theory; which contains the following sub-topics:

-INTERACTION WITH SET THEORY
-THE CONTINGENCY TABLE
-LAWS OF PROBABILITY THEORY
-PROBABILITY SITUATIONS
-EXHAUSTIVE EVENTS
-MUTUALLY EXCLUSIVE EVENTS
-DEPENDENT EVENTS (CONDITIONAL PRO",70749,819,100,PT2H39M10S,9550,en,mathematiques
-Wc5sWyO6sw,https://www.youtube.com/watch?v=-Wc5sWyO6sw,006 – ALEVEL PURE MATHEMATICS| BINOMIAL AND MACLAURIN’S EXPANSIONS (ALGEBRA)| FOR SENIOR 5 & 6,Rowa E-learning Platform,2021-09-20T07:35:45Z,27,"In this video, I take you through the entire topic of Binomial and Maclaurin’s expansion.
Worked examples from U.A.C.E UNEB Question Bank have also been included in this video. 
This video is suitable to A-level students in Senior Five and Six offering Principle Mathematics as part of their combinat",55857,630,81,PT1H32M55S,5575,en,mathematiques
aYT2B_Cl268,https://www.youtube.com/watch?v=aYT2B_Cl268,Lowest Common Multiple (LCM),Tambuwal Maths Class,2021-03-14T13:01:38Z,27,"A multiple is a number that can be divided by another number a certain number of times without a remainder.

The Least Common Multiple (LCM) is also referred to as the Lowest Common Multiple (LCM) and Least Common Divisor (LCD). For two integers a and b, denoted LCM(a,b), the LCM is the smallest pos",31654,661,46,PT6M26S,386,en,mathematiques
LxtrETUlaOk,https://www.youtube.com/watch?v=LxtrETUlaOk,2019 Pure Maths Statistics Paper 3 - Cameroon GCE A Level Papers and Solutions | GCE Maths Panel |,GCE Panel,2022-06-04T21:26:50Z,27,"Complete Tutorial Here:  https://gcemathspanel.blogspot.com/p/gce-panel-revision-groups.html 

Join this channel to get access to perks:
https://www.youtube.com/channel/UCYsDsuYGD-lVq-UrQNzwsEA/join

Subscribe Now: https://www.youtube.com/channel/UCYsDsuYGD-lVq-UrQNzwsEA?sub_confirmation=1 

GCE Mat",3122,38,11,PT6M59S,419,en,mathematiques
La_cxAS6T28,https://www.youtube.com/watch?v=La_cxAS6T28,004 – ALEVEL PURE MATHEMATICS| SERIES – ARITHMETIC AND GEOMETRIC PROGRESSIONS (ALGEBRA)| FOR S 5 & 6,Rowa E-learning Platform,2021-09-01T06:47:39Z,27,"In this video, I take you through the entire topic of series; which contains the following sub-topics:
-Arithmetic progressions,
-Geometric progressions. 
-Depositing money at a compound interest,
-Proof by mathematical induction for finite series and divisible functions. 

Worked examples from U.A.",88022,953,132,PT1H52M37S,6757,en,mathematiques
UukVP7Mg3TU,https://www.youtube.com/watch?v=UukVP7Mg3TU,Calculus - Introduction to Calculus,MySecretMathTutor,2015-11-19T22:00:29Z,27,"This video will give you a brief introduction to calculus.  It does this by explaining that calculus is the mathematics of change.  A couple of examples are presented, and then limits, derivatives, and integrals are introduced.  For more videos please visit http://www.mysecretmathtutor.com",1210730,21213,942,PT4M11S,251,en,mathematiques
